,mean_rho,borda_rho,rdr_rho,prefs_rho,anca_rho,mean_w0.1_rho,borda_w0.1_rho,rdr_w0.1_rho,prefs_w0.1_rho,anca_w0.1_rho,mean_w0.5_rho,borda_w0.5_rho,rdr_w0.5_rho,prefs_w0.5_rho,anca_w0.5_rho,mean_w1.0_rho,borda_w1.0_rho,rdr_w1.0_rho,prefs_w1.0_rho,anca_w1.0_rho,mean_tau,borda_tau,rdr_tau,prefs_tau,anca_tau,mean_w0.1_tau,borda_w0.1_tau,rdr_w0.1_tau,prefs_w0.1_tau,anca_w0.1_tau,mean_w0.5_tau,borda_w0.5_tau,rdr_w0.5_tau,prefs_w0.5_tau,anca_w0.5_tau,mean_w1.0_tau,borda_w1.0_tau,rdr_w1.0_tau,prefs_w1.0_tau,anca_w1.0_tau,mean_top1,borda_top1,rdr_top1,prefs_top1,anca_top1,mean_w0.1_top1,borda_w0.1_top1,rdr_w0.1_top1,prefs_w0.1_top1,anca_w0.1_top1,mean_w0.5_top1,borda_w0.5_top1,rdr_w0.5_top1,prefs_w0.5_top1,anca_w0.5_top1,mean_w1.0_top1,borda_w1.0_top1,rdr_w1.0_top1,prefs_w1.0_top1,anca_w1.0_top1,mean_top2,borda_top2,rdr_top2,prefs_top2,anca_top2,mean_w0.1_top2,borda_w0.1_top2,rdr_w0.1_top2,prefs_w0.1_top2,anca_w0.1_top2,mean_w0.5_top2,borda_w0.5_top2,rdr_w0.5_top2,prefs_w0.5_top2,anca_w0.5_top2,mean_w1.0_top2,borda_w1.0_top2,rdr_w1.0_top2,prefs_w1.0_top2,anca_w1.0_top2,mean_top3,borda_top3,rdr_top3,prefs_top3,anca_top3,mean_w0.1_top3,borda_w0.1_top3,rdr_w0.1_top3,prefs_w0.1_top3,anca_w0.1_top3,mean_w0.5_top3,borda_w0.5_top3,rdr_w0.5_top3,prefs_w0.5_top3,anca_w0.5_top3,mean_w1.0_top3,borda_w1.0_top3,rdr_w1.0_top3,prefs_w1.0_top3,anca_w1.0_top3,rnoise,punrated,pslacker,plurker,enoise,toprated,numraters,numanswers,numratings,propnratings
0,0.805985552116,0.961280458511,0.805985552116,0.818369453044,0.68008255934,0.86790505676,0.954592363261,0.86790505676,0.880288957688,0.785345717234,0.962848297214,0.948400412797,0.962848297214,0.94427244582,0.958720330237,0.954592363261,0.94427244582,0.954592363261,0.950464396285,0.971104231166,0.673202614379,0.852463598312,0.673202614379,0.673202614379,0.542483660131,0.751633986928,0.843137254902,0.751633986928,0.751633986928,0.647058823529,0.869281045752,0.830065359477,0.869281045752,0.830065359477,0.856209150327,0.843137254902,0.816993464052,0.843137254902,0.830065359477,0.882352941176,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.3,0.3,0.5,0.1,True,19,18,208,0.641975308642
1,0.906862745098,0.852761378119,0.906862745098,0.899509803922,0.94362745098,0.93137254902,0.828431372549,0.93137254902,0.904411764706,0.936274509804,0.811274509804,0.767156862745,0.811274509804,0.830882352941,0.867647058824,0.737745098039,0.634803921569,0.737745098039,0.69362745098,0.732843137255,0.764705882353,0.651869736041,0.764705882353,0.764705882353,0.823529411765,0.794117647059,0.617647058824,0.794117647059,0.764705882353,0.808823529412,0.602941176471,0.558823529412,0.602941176471,0.617647058824,0.676470588235,0.529411764706,0.441176470588,0.529411764706,0.485294117647,0.514705882353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.3,0.5,0.1,False,20,17,227,0.702786377709
2,0.950549450549,0.989010989011,0.950549450549,0.917582417582,0.972527472527,0.972527472527,0.989010989011,0.972527472527,0.917582417582,0.967032967033,0.983516483516,0.989010989011,0.983516483516,0.961538461538,0.972527472527,0.972527472527,0.978021978022,0.972527472527,0.989010989011,0.978021978022,0.871794871795,0.948717948718,0.871794871795,0.794871794872,0.897435897436,0.897435897436,0.948717948718,0.897435897436,0.794871794872,0.871794871795,0.923076923077,0.948717948718,0.923076923077,0.871794871795,0.897435897436,0.897435897436,0.923076923077,0.897435897436,0.948717948718,0.923076923077,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.3,0.3,0.5,0.5,True,22,13,181,0.663003663004
3,0.964835164835,0.934065934066,0.964835164835,0.964835164835,0.964835164835,0.969230769231,0.920879120879,0.969230769231,0.969230769231,0.969230769231,0.920879120879,0.850549450549,0.920879120879,0.920879120879,0.89010989011,0.859340659341,0.793406593407,0.859340659341,0.854945054945,0.828571428571,0.868131868132,0.78021978022,0.868131868132,0.868131868132,0.868131868132,0.89010989011,0.758241758242,0.89010989011,0.89010989011,0.89010989011,0.78021978022,0.67032967033,0.78021978022,0.78021978022,0.714285714286,0.714285714286,0.648351648352,0.714285714286,0.692307692308,0.67032967033,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.3,0.5,0.5,False,21,14,206,0.735714285714
4,0.703296703297,0.961340638991,0.901098901099,0.769230769231,0.718019936484,0.89010989011,0.971115086509,0.945054945055,0.873626373626,0.833563374539,0.912087912088,0.960110949552,0.945054945055,0.901098901099,0.9215964702,0.923076923077,0.954608881073,0.950549450549,0.923076923077,0.9215964702,0.538461538462,0.875985403617,0.74358974359,0.589743589744,0.580657245854,0.717948717949,0.89034111031,0.794871794872,0.692307692308,0.683885200673,0.717948717949,0.864534121605,0.794871794872,0.692307692308,0.761306166786,0.769230769231,0.8387271329,0.820512820513,0.769230769231,0.787113155491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.3,0.6,0.5,0.1,True,11,13,88,0.676923076923
5,0.975757575758,0.844988705715,0.975757575758,0.963636363636,0.927272727273,0.939393939394,0.818181818182,0.939393939394,0.939393939394,0.939393939394,0.915151515152,0.563636363636,0.915151515152,0.915151515152,0.915151515152,0.612121212121,0.369696969697,0.612121212121,0.612121212121,0.563636363636,0.911111111111,0.674199862463,0.911111111111,0.866666666667,0.777777777778,0.822222222222,0.644444444444,0.822222222222,0.822222222222,0.822222222222,0.777777777778,0.422222222222,0.777777777778,0.777777777778,0.777777777778,0.466666666667,0.288888888889,0.466666666667,0.466666666667,0.422222222222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3,0.6,0.5,0.1,False,14,10,96,0.738461538462
6,0.752941176471,0.939618102965,0.752941176471,0.917647058824,0.90802084921,0.820588235294,0.941869276328,0.820588235294,0.929411764706,0.922737556653,0.908823529412,0.93892593484,0.908823529412,0.944117647059,0.940397605584,0.894117647059,0.924209227397,0.894117647059,0.926470588235,0.92862423963,0.583333333333,0.806751174543,0.583333333333,0.75,0.728039845617,0.65,0.828459134668,0.65,0.75,0.778249490143,0.783333333333,0.845195682843,0.783333333333,0.816666666667,0.794986038318,0.75,0.828459134668,0.75,0.783333333333,0.794986038318,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.6,0.5,0.5,True,11,16,116,0.725
7,0.951515151515,0.504561601254,0.951515151515,0.975757575758,0.951515151515,0.951515151515,0.466666666667,0.951515151515,0.951515151515,0.927272727273,0.454545454545,0.139393939394,0.454545454545,0.418181818182,0.624242424242,0.139393939394,0.10303030303,0.139393939394,0.151515151515,0.151515151515,0.866666666667,0.404519917478,0.866666666667,0.911111111111,0.866666666667,0.866666666667,0.377777777778,0.866666666667,0.866666666667,0.822222222222,0.377777777778,0.0222222222222,0.377777777778,0.377777777778,0.466666666667,0.0222222222222,-0.0222222222222,0.0222222222222,0.0222222222222,0.0222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.6,0.5,0.5,False,13,10,85,0.708333333333
8,0.783789457144,0.729258652207,0.761395472655,0.716607503675,0.729258652207,0.761395472655,0.731536826668,0.761395472655,0.731536826668,0.716607503675,0.768860134151,0.731536826668,0.768860134151,0.731536826668,0.716607503675,0.768860134151,0.731536826668,0.768860134151,0.731536826668,0.731536826668,0.672213996994,0.626679561441,0.637741484327,0.603268971661,0.626679561441,0.637741484327,0.637741484327,0.637741484327,0.637741484327,0.603268971661,0.672213996994,0.637741484327,0.672213996994,0.637741484327,0.603268971661,0.672213996994,0.637741484327,0.672213996994,0.637741484327,0.637741484327,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.7,0.3,0.5,0.1,True,21,12,46,0.191666666667
9,0.859340659341,0.63366374978,0.859340659341,0.920879120879,0.885714285714,0.854945054945,0.617582417582,0.854945054945,0.916483516484,0.876923076923,0.731868131868,0.6,0.731868131868,0.771428571429,0.753846153846,0.657142857143,0.564835164835,0.657142857143,0.643956043956,0.674725274725,0.736263736264,0.486195265697,0.736263736264,0.802197802198,0.78021978022,0.714285714286,0.472527472527,0.714285714286,0.78021978022,0.758241758242,0.582417582418,0.428571428571,0.582417582418,0.604395604396,0.604395604396,0.494505494505,0.384615384615,0.494505494505,0.450549450549,0.538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.7,0.3,0.5,0.1,False,21,14,103,0.367857142857
